scheduled_time,airline,flight_number,destination_or_origin,status,counter,actual_time,register,aircraft,airport,flight_type
2025-06-01 00:05:00,آتا,TBZ5620A,مشهد,نشست | پایان دریافت بار,1,,EPTAZ,md88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:00:00,ماهان,IRM1070,زاهدان,نشست | پایان دریافت بار,3,,EPMEI,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:15:00,ساها,IRZ173,بوشهر,باطل شد,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:15:00,کارون,KRU2609A,یزد,نشست | پایان دریافت بار,6,,EPNFC,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:10:00,ساها,IRZ159,شیراز,نشست | پایان دریافت بار,2,,EPSII,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:20:00,آتا,TBZ5614,مشهد,نشست | پایان دریافت بار,5,,EPTAM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:25:00,فلای پرشیا,FPI7439,مشهد,نشست | پایان دریافت بار,4,,EPFPA,B737,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:25:00,آتا,TBZ5669A,یزد,نشست | پایان دریافت بار,2,,EPTAJ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:30:00,پويا,PYA2315,یزد,نشست | پایان دریافت بار,3,,EPPUO,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:35:00,چابهار,IRU7653,اهواز,نشست | پایان دریافت بار,3,,EPSEB,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:40:00,آسمان,IRC3915,بوشهر,نشست | پایان دریافت بار,6,,EPASR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:30:00,پارس ایر,PRS5417A,چابهار,نشست | پایان دریافت بار,7,,EPPRA,CRJ200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:00:00,کارون,KRU2591,ماهشهر,نشست | پایان دریافت بار,1,,EPJIB,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:05:00,کیش ایر,KIS7084,یزد,نشست | پایان دریافت بار,2,,EPLCK,MD82,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:20:00,قشم ایر,QSM1292,سنندج,نشست | پایان دریافت بار,6,,EPFQI,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:20:00,چابهار,IRU7627,شیراز,نشست | پایان دریافت بار,4,,EPCBD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:25:00,آتا,TBZ5609,تبریز,نشست | پایان دریافت بار,2,,EPTAZ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:25:00,آسمان,IRC841,ایلام,نشست | پایان دریافت بار,3,,EPATE,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:30:00,ایران ایرتور,IRB985,شیراز,نشست | پایان دریافت بار,3,,EPMDC,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:45:00,کارون,KRU2677,کرمان,نشست | پایان دریافت بار,6,,EPJIA,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:05:00,کیش ایر,KIS7192,عسلویه,نشست | پایان دریافت بار,2,,EPLCM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:05:00,آتا,TBZ5720,مشهد,نشست | پایان دریافت بار,5,,EPTAO,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:20:00,اطلس ایر,ATS8294,بندرعباس,نشست | پایان دریافت بار,3,,EPLEE,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:40:00,کاسپین,CPN015,عسلویه,نشست | پایان دریافت بار,3,,EPCAS,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:10:00,آتا,TBZ5701,سیرجان,نشست | پایان دریافت بار,4,,EPTAH,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:35:00,قشم ایر,QSM1217,آبادان,نشست | پایان دریافت بار,4,,EPFQU,rj100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:30:00,اطلس ایر,ATS8272,كيش,نشست | پایان دریافت بار,1,,EPSAP,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:35:00,یزد ایر,DZD9402,رشت,نشست | پایان دریافت بار,3,,EPDZH,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:45:00,رایمون,RAI7513,اصفهان,نشست | پایان دریافت بار,6,,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:05:00,آساجت,SJT8605,عسلویه,نشست | پایان دریافت بار,6,,EPRHO,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:05:00,ماهان,IRM1082,جاسک,نشست | پایان دریافت بار,4,,EPMOH,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:10:00,آتا,TBZ5630,مشهد,نشست | پایان دریافت بار,3,,EPTAQ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:20:00,آسمان,IRC631,گرگان,نشست | پایان دریافت بار,1,,EPASR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:25:00,آتا,TBZ5656,سبزوار,نشست | پایان دریافت بار,5,,EPTAR,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:30:00,ماهان,IRM1054,کرمان,نشست | پایان دریافت بار,6,,EPMOI,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:45:00,قشم ایر,QSM1239,خارگ,نشست | پایان دریافت بار,1,,EPFQV,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:50:00,قشم ایر,QSM1281,اصفهان,نشست | پایان دریافت بار,5,,EPFQF,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:55:00,فلای پرشیا,FPI7441,مشهد,نشست | پایان دریافت بار,2,,EPFPA,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:00:00,ساها,IRZ171,مشهد,نشست | پایان دریافت بار,3,,EPSII,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:05:00,آتا,TBZ5632,اهواز,نشست | پایان دریافت بار,6,,EPTAJ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:05:00,زاگرس,IZG4031,كيش,نشست | پایان دریافت بار,4,,EPZAQ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:10:00,آتا,TBZ5624,شیراز,نشست | پایان دریافت بار,4,,EPTAM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:10:00,پويا,PYA2313,مشهد,نشست | پایان دریافت بار,1,,EPPUO,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:15:00,چابهار,IRU7641,مشهد,نشست | پایان دریافت بار,1,,EPSEB,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:20:00,آساجت,SJT8664,اراک,نشست | پایان دریافت بار,2,,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:35:00,اطلس ایر,ATS8292,بوشهر,باطل شد,,,,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:45:00,چابهار,IRU7661,مشهد,نشست | پایان دریافت بار,2,,EPCBI,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:45:00,ایران ایر,IRA237,بندرلنگه/شیراز,نشست | پایان دریافت بار,6,,EPCFM,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:50:00,کارون,KRU2587,سیری,نشست | پایان دریافت بار,1,,EPAWZ,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:50:00,کارون,KRU2521,ماهشهر,نشست | پایان دریافت بار,3,,EPJIB,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:05:00,قشم ایر,QSM1253,مشهد,نشست | پایان دریافت بار,2,,EPFQI,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:10:00,آتا,TBZ5730,مشهد,نشست | پایان دریافت بار,4,,EPTAZ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:10:00,کاسپین,CPN045,كيش,نشست | پایان دریافت بار,4,,EPCAQ,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:15:00,کارون,KRU2517,لاوان,نشست | پایان دریافت بار,5,,EPMIS,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 06:55:00,ماهان,IRM1050,کرمان,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:20:00,ایران ایر,IRA3311,اصفهان,نشست | پایان دریافت بار,1,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:25:00,چابهار,IRU7611,مشهد,نشست | پایان دریافت بار,3,,EPCBD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:35:00,آسمان,IRC603,مشهد,نشست | پایان دریافت بار,1,,EPATE,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:55:00,پارس ایر,PRS5401,مشهد,نشست | پایان دریافت بار,1,,EPPAM,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:00:00,یزد ایر,DZD9442,یزد,نشست | پایان دریافت بار,6,,,BAE146,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:05:00,آوا,AXV7703,مشهد,نشست | پایان دریافت بار,2,,EPRBC,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:05:00,آتا,TBZ5634,اردبیل,نشست | پایان دریافت بار,3,,EPTAH,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:15:00,پارس ایر,PRS4481,مشهد,نشست | پایان دریافت بار,2,,EPPAO,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:15:00,کیش ایر,KIS7092,عسلویه,نشست | پایان دریافت بار,4,,EPLCL,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:40:00,کیش ایر,KIS7080,كيش,نشست | پایان دریافت بار,4,,EPLCJ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:20:00,کاسپین,CPN025,مشهد,نشست | پایان دریافت بار,5,,EPCPU,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:25:00,ماهان,IRM1094,بندرعباس,نشست | پایان دریافت بار,3,,EPMEE,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:30:00,ایران ایرتور,IRB997,كيش,نشست | پایان دریافت بار,3,,EPMDC,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:45:00,اروان,INA6751,مشهد,نشست | پایان دریافت بار,1,,EPNSR,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:55:00,وارش,VRH5919,عسلویه,نشست | پایان دریافت بار,2,,EPVAA,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:55:00,ایران ایرتور,IRB963,مشهد,نشست | پایان دریافت بار,1,,EPMDF,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:00:00,آتا,TBZ5603,تبریز,نشست | پایان دریافت بار,2,,EPTAR,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:00:00,ماهان,IRM1084,زابل,نشست | پایان دریافت بار,6,,EPMEA,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:20:00,یزد ایر,DZD9450,بوشهر,نشست | پایان دریافت بار,1,,EPDZH,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:20:00,وارش,VRH5857,مشهد,نشست | پایان دریافت بار,4,,EPVBM,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:25:00,ماهان,IRM1009,کرمانشاه,نشست | پایان دریافت بار,3,,EPMEI,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:50:00,ایران ایر,IRA310,اهواز,نشست | پایان دریافت بار,4,,EPIEQ,A319,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:00:00,تابان,TBN6255,مشهد,نشست | پایان دریافت بار,3,,EPSMA,MD.88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:00:00,آتا,TBZ5645,تبریز,نشست | پایان دریافت بار,2,,EPTAL,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:10:00,رایمون,RAI7515,عسلویه,نشست | پایان دریافت بار,5,,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:25:00,ماهان,IRM4523,یاسوج,نشست | پایان دریافت بار,2,,EPMEI,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:25:00,ماهان,IRM1005,خرم‌آباد,نشست | پایان دریافت بار,6,,EPMOI,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:45:00,پويا,PYA2351,اصفهان,نشست | پایان دریافت بار,4,,EPPUN,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:50:00,کیش ایر,KIS7054,كيش,نشست | پایان دریافت بار,3,,EPLCK,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:50:00,ماهان,IRM4524,چابهار,نشست | پایان دریافت بار,7,,EPMEU,rj100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:10:00,آساجت,SJT8635,رشت,نشست | پایان دریافت بار,1,,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:10:00,کاسپین,CPN017,چابهار,نشست | پایان دریافت بار,6,,EPCPD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:40:00,کاسپین,CPN037,ارومیه,نشست | پایان دریافت بار,2,,EPKPC,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:45:00,کاسپین,CPN027,مشهد,نشست | پایان دریافت بار,5,,EPCAQ,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:55:00,آسمان,IRC3776,شیراز,نشست | پایان دریافت بار,1,,EPATE,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:55:00,وارش,VRH5877,مشهد,نشست | پایان دریافت بار,3,,EPVAF,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:00:00,ایران ایرتور,IRB967,مشهد,تاخیر - 22:30,,,EPMDF,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:05:00,آتا,TBZ5628,اهواز,نشست | پایان دریافت بار,2,,EPTAL,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:10:00,کاسپین,CPN6915,عسلویه,نشست | پایان دریافت بار,4,,EPCAS,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:15:00,ایران ایر,IRA276,ارومیه,نشست | پایان دریافت بار,6,,EPCFR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:20:00,ایران ایر,IRA3494,عسلویه,نشست | پایان دریافت بار,4,,EPIEP,A319,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:20:00,ایران ایر,IRA247,گرگان,نشست | پایان دریافت بار,3,,EPCFM,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:30:00,آتا,TBZ5665,کرمان,نشست | پایان دریافت بار,6,,EPTAR,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:50:00,ایران ایر,IRA3430,پارس‌آباد,نشست | پایان دریافت بار,1,,EPITM,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:50:00,ماهان,IRM1078,کرمان,نشست | پایان دریافت بار,6,,EPMEB,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:45:00,وارش,VRH5819A,مشهد,نشست | پایان دریافت بار,1,,EPVAA,B737,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:55:00,کاسپین,CPN6901,بوشهر,نشست | پایان دریافت بار,3,,EPCPD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:35:00,کارون,KRU2629,شیراز,نشست | پایان دریافت بار,4,,EPJIB,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:40:00,پويا,PYA2349,بندرعباس,نشست | پایان دریافت بار,1,,EPPUO,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:50:00,آتا,TBZ5620,مشهد,نشست | پایان دریافت بار,3,,EPTAH,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:00:00,آتا,TBZ5605,تبریز,نشست | پایان دریافت بار,2,,EPTAL,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:05:00,چابهار,IRU7637,کرمانشاه,نشست | پایان دریافت بار,3,,EPSEB,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:05:00,اطلس ایر,ATS8275,مشهد,نشست | دریافت بار از نقاله,1,,EPTHI,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:20:00,ماهان,IRM4543,شهرکرد,نشست | پایان دریافت بار,3,,EPMEA,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:20:00,ماهان,IRM1066,کرمان,نشست | پایان دریافت بار,4,,EPMOH,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:25:00,معراج,MRJ2817,عسلویه,نشست | پایان دریافت بار,5,,EPSSN,A321,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:30:00,رایمون,RAI7527,یزد,نشست | پایان دریافت بار,2,,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 00:55:00,کارون,KRU2611,دزفول,نشست | پایان دریافت بار,5,,EPMIS,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:40:00,فلای پرشیا,FPI7443,مشهد,نشست | پایان دریافت بار,3,,EPFPA,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:00:00,آساجت,SJT8625,یزد,نشست | پایان دریافت بار,4,,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:05:00,قشم ایر,QSM1221,بندرعباس,نشست | پایان دریافت بار,5,,EPFQU,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:15:00,آتا,TBZ5680,ارومیه,تاخیر,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:30:00,اطلس ایر,ATS8279,مشهد,نشست | دریافت بار از نقاله,5,,EPSAP,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:30:00,آتا,TBZ5636,اهواز,اعلام ورود,,,EPTAL,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 01:05:00,آتا,TBZ5628A,اهواز,نشست | پایان دریافت بار,3,,EPTAH,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:45:00,تابان,TBN6325,مشهد,اعلام ورود,,,EPTBB,MD.88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:55:00,ایران ایرتور,IRB913,بندرعباس,تاخیر,,,EPMDD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:15:00,وارش,VRH5841,مشهد,طبق برنامه,,,EPVAR,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:15:00,کارون,KRU2509,ماهشهر,اعلام ورود,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:20:00,آتا,TBZ5669,یزد,اعلام ورود,,,EPTAJ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:20:00,کیش ایر,KIS7080,كيش,نشست | دریافت بار از نقاله,1,,EPLCK,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:25:00,کاسپین,CPN6937,قشم,طبق برنامه,,,EPCPD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 01:05:00,کاسپین,CPN027A,مشهد,نشست | پایان دریافت بار,3,,EPCAS,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:35:00,ایران ایر,IRA3330,رشت,تاخیر,,,,ATR-72-500,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:35:00,قشم ایر,QSM1241,قشم,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:40:00,قشم ایر,QSM1295,گرگان,طبق برنامه,,,EP;FQF,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:40:00,ایران ایرتور,IRB975,زاهدان,تاخیر,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:45:00,آتا,TBZ5644,سیرجان,تاخیر,,,EPTAE,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:45:00,ساها,IRZ157,شیراز,طبق برنامه,,,EPSIJ,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:50:00,ایران ایر,IRA264,آبادان,طبق برنامه,,,EPCFR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:55:00,کیش ایر,KIS7028,كيش,طبق برنامه,,,EPLCM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:55:00,کارون,KRU2507,ماهشهر,طبق برنامه,,,EPAWZ,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:05:00,یزد ایر,DZD9438,اصفهان,طبق برنامه,,,EPDZH,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:10:00,پارس ایر,PRS4405,شیراز,طبق برنامه,,,EPPAO,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:10:00,آتا,TBZ5689,آبادان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:15:00,ساها,IRZ173,بوشهر,طبق برنامه,,,EPSII,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:15:00,کیش ایر,KIS7104,آبادان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:30:00,وارش,VRH5873,بوشهر,طبق برنامه,,,EPVAF,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:30:00,کارون,KRU2611,دزفول,طبق برنامه,,,EPJIB,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:35:00,قشم ایر,QSM1272,تبریز,طبق برنامه,,,EPFQI,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:45:00,ماهان,IRM4526,ایرانشهر,طبق برنامه,,,EPMEI,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:45:00,اطلس ایر,ATS8289,مشهد,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 00:50:00,آسمان,IRC3751,آبادان,تاخیر,,,EPASR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:00:00,ماهان,IRM4540,زاهدان,طبق برنامه,,,EPMEU,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:05:00,کاسپین,CPN6901,بوشهر,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:10:00,ایران ایر,IRA418,اهواز,طبق برنامه,,,,A319,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:15:00,چابهار,IRU7615,چابهار,طبق برنامه,,,EPCBD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:20:00,چابهار,IRU7643,اهواز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:35:00,اطلس ایر,ATS8283,مشهد,طبق برنامه,,,,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 01:45:00,زاگرس,IZG4051,بندرعباس,طبق برنامه,,,EPZAQ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 02:05:00,فلای پرشیا,FPI7400,شیراز,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 02:25:00,معراج,MRJ2805,مشهد,طبق برنامه,,,,A320,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 04:25:00,کیش ایر,KIS7150,شیراز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 06:25:00,آسمان,IRC3770,شیراز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:00:00,آتا,TBZ5601,تبریز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:15:00,یزد ایر,DZD9440,یزد,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:30:00,زاگرس,IZG4023,اهواز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:40:00,ماهان,IRM1036,مشهد,طبق برنامه,,,EPMEE,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:50:00,تابان,TBN6257,مشهد,طبق برنامه,,,,MD.88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 07:55:00,ایران ایر,IRA284,کرمانشاه,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:00:00,آوا,AXV7703,مشهد,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:20:00,کیش ایر,KIS7084,یزد,طبق برنامه,,,,MD82,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:30:00,چابهار,IRU7647,شیراز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:30:00,وارش,VRH5853,اهواز,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:40:00,فلای پرشیا,FPI7427,اهواز,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 08:50:00,رایمون,RAI7511,رشت,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:00:00,آتا,TBZ5678,ارومیه,طبق برنامه,,,EPTAZ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:00:00,ایران ایرتور,IRB931,بیرجند,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:35:00,ایران ایر,IRA3404,سقز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:40:00,چابهار,IRU7625,آبادان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 09:45:00,آتا,TBZ5620,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:10:00,آتا,TBZ5636,اهواز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:15:00,اطلس ایر,ATS8279,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 10:20:00,ماهان,IRM1009,کرمانشاه,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:05:00,ماهان,IRM4574,جیرفت,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:10:00,ماهان,IRM4537,اردبیل,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:15:00,معراج,MRJ2824,تبریز,طبق برنامه,,,,A320,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:35:00,کارون,KRU2519,بهرگان/اصفهان,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 11:55:00,آتا,TBZ5699,مشهد,طبق برنامه,,,,md83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:15:00,ماهان,IRM4588,زاهدان,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:25:00,اطلس ایر,ATS8290,چابهار,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
