scheduled_time,airline,flight_number,destination_or_origin,status,counter,actual_time,register,aircraft,airport,flight_type
2025-06-04 10:35:00,یزد ایر,DZD9402,تهران,پروازکرد12:35,2,2025-06-04 12:35:00,,,فرودگاه رشت,Domestic Departure
2025-06-04 11:45:00,وارش,VRH5907,عسلویه,پروازکرد11:44,6-7,2025-06-04 11:44:00,,,فرودگاه رشت,Domestic Departure
2025-06-04 12:30:00,رایمون,RAI7511,تهران,پروازکرد12:27,,2025-06-04 12:27:00,,,فرودگاه رشت,Domestic Departure
2025-06-04 14:45:00,سپهران,SHI4327,مشهد,آماده پرواز,6-7,,,,فرودگاه رشت,Domestic Departure
2025-06-04 15:00:00,ایران ایرتور,IRB905,مشهد,ورود به سالن بازرسی | پایان پذیرش مسافر,3-5,,,,فرودگاه رشت,Domestic Departure
2025-06-04 13:45:00,عراقی,IAW1200,بغداد,پروازکرد14:24,14:24,,,2025-06-04,فرودگاه رشت,International Departure
2025-06-04 04:40:00,ماهان,IRM1070,تهران,پروازکرد04:40,6,2025-06-04 04:40:00,,,فرودگاه زاهدان,Domestic Departure
2025-06-04 12:50:00,ماهان,IRM4559,چابهار,باطل شد,,,,,فرودگاه زاهدان,Domestic Departure
2025-06-04 07:50:00,زاگرس,IZG4107,مشهد,پروازکرد08:16,3,2025-06-04 08:16:00,,MD83,فرودگاه آبادان,Domestic Departure
2025-06-04 10:45:00,اطلس ایر,ATS8291,تهران,پروازکرد11:59,3,2025-06-04 11:59:00,,MD83,فرودگاه آبادان,Domestic Departure
2025-06-04 10:45:00,پارس,PRS4457,مشهد,پروازکرد11:18,4,2025-06-04 11:18:00,,737,فرودگاه آبادان,Domestic Departure
2025-06-04 11:35:00,ایر وان,INA6753,مشهد,پروازکرد12:29,1,2025-06-04 12:29:00,,MD82,فرودگاه آبادان,Domestic Departure
2025-06-04 09:55:00,یزد ایر,DZD9412,تهران,باطل شد,,,,CRJ200,فرودگاه گرگان,Domestic Departure
2025-06-04 11:20:00,آسمان,IRC631,تهران,باطل شد,,,,100,فرودگاه گرگان,Domestic Departure
2025-06-04 14:30:00,آساجت,SJT8631,تهران,پروازکرد14:48,4-5,2025-06-04 14:48:00,,EMB145,فرودگاه گرگان,Domestic Departure
2025-06-04 17:00:00,قشم,QSM1297,زاهدان,پذیرش مسافر,4-5,,,f100,فرودگاه گرگان,Domestic Departure
2025-06-04 11:25:00,کاسپین,CPN4923,مشهد,پروازکرد11:50,1-2,2025-06-04 11:50:00,,,فرودگاه همدان,Domestic Departure
2025-06-04 13:05:00,ماهان,IRM4537,تهران,پروازکرد12:54,2-3,2025-06-04 12:54:00,,RJ100,فرودگاه اردبيل,Domestic Departure
2025-06-04 15:20:00,آتا,TBZ5634,تهران,ورود به سالن بازرسی | پذیرش مسافر,4-5,,,MD83,فرودگاه اردبيل,Domestic Departure
2025-06-04 06:35:00,آسمان,IRC841,تهران,باطل شد,,,,,فرودگاه ايلام,Domestic Departure
2025-06-04 09:00:00,ماهان,IRM1040,مشهد,پروازکرد09:05,2,2025-06-04 09:05:00,,,فرودگاه زابل,Domestic Departure
2025-06-04 13:50:00,ماهان,IRM1084,تهران,پروازکرد14:00,2,2025-06-04 14:00:00,,BAE146,فرودگاه زابل,Domestic Departure
2025-05-25 11:40:00,قشم,QSM1232,خارگ,پروازکرد12:11,3-4,2025-05-25 12:11:00,,100,فرودگاه شيراز,Domestic Departure
2025-05-25 12:25:00,ماهان,IRM1088,تهران,پروازکرد12:22,1-2,2025-05-25 12:22:00,,RJ85,فرودگاه شيراز,Domestic Departure
2025-05-25 17:20:00,فلای پرشیا,FPI7404,تهران,پروازکرد17:38,3-4,2025-05-25 17:38:00,,737,فرودگاه شيراز,Domestic Departure
2025-05-25 05:00:00,آسمان,IRC3770,تهران,طبق برنامه,,,,100,فرودگاه شيراز,Domestic Departure
2025-05-25 08:45:00,ساها,IRZ164,لاوان,طبق برنامه,,,,737,فرودگاه شيراز,Domestic Departure
2025-05-25 09:00:00,ماهان,IRM4582,تهران,طبق برنامه,,,,F50,فرودگاه شيراز,Domestic Departure
2025-05-25 09:40:00,آسمان,IRC3812,تبریز,طبق برنامه,,,,100,فرودگاه شيراز,Domestic Departure
2025-05-25 11:45:00,اطلس,ATS8280,مشهد,طبق برنامه,,,,737,فرودگاه شيراز,Domestic Departure
2025-05-25 12:15:00,ساها,IRZ159,تهران,طبق برنامه,,,,737,فرودگاه شيراز,Domestic Departure
2025-05-25 12:30:00,یزد ایر,DZD6894,تهران,طبق برنامه,,,,146-100,فرودگاه شيراز,Domestic Departure
2025-05-25 13:15:00,پارس,PRS4427,تهران,طبق برنامه,,,,CRJ200,فرودگاه شيراز,Domestic Departure
2025-05-25 15:10:00,قشم,QSM1261,تهران,طبق برنامه,,,,100,فرودگاه شيراز,Domestic Departure
2025-05-25 17:30:00,آسمان,IRC3776,تهران,طبق برنامه,,,,100,فرودگاه شيراز,Domestic Departure
2025-05-25 06:00:00,آتا,TBZ5601,تهران,طبق برنامه,,,,MD83,فرودگاه تبريز,Domestic Departure
2025-05-25 07:50:00,ایران ایر,IRA342,تهران,طبق برنامه,,,,A319,فرودگاه تبريز,Domestic Departure
2025-05-25 08:00:00,آتا,TBZ5609,تهران,طبق برنامه,,,,MD83,فرودگاه تبريز,Domestic Departure
2025-05-25 10:00:00,آتا,TBZ5603,تهران,طبق برنامه,,,,MD83,فرودگاه تبريز,Domestic Departure
2025-05-25 10:15:00,معراج,MRJ2872,مشهد,باطل شد,,,,A320,فرودگاه تبريز,Domestic Departure
2025-05-25 10:15:00,معراج,MRJ2824,تهران,طبق برنامه,,,,A319,فرودگاه تبريز,Domestic Departure
2025-05-25 10:30:00,زاگرس,IZG4103,مشهد,طبق برنامه,,,,MD83,فرودگاه تبريز,Domestic Departure
2025-05-25 10:50:00,ماهان,IRM04561,کرمان,طبق برنامه,,,,BAE100,فرودگاه تبريز,Domestic Departure
2025-05-25 10:50:00,ماهان,IRM4561,اصفهان,طبق برنامه,,,,BAE100,فرودگاه تبريز,Domestic Departure
2025-05-25 11:00:00,ایران ایرتور,IRB951,مشهد,باطل شد,,,,MDC-DC-9-82,فرودگاه تبريز,Domestic Departure
2025-05-25 11:25:00,آسمان,IRC641,تهران,باطل شد,,,,100,فرودگاه تبريز,Domestic Departure
2025-05-25 12:05:00,آسمان,IRC3813,شیراز,طبق برنامه,,,,100,فرودگاه تبريز,Domestic Departure
2025-05-25 13:30:00,ایران ایرتور,IRB972,كيش,طبق برنامه,,,,MDC-DC-9-82,فرودگاه تبريز,Domestic Departure
2025-05-25 14:00:00,ایران ایرتور,IRB901,مشهد,طبق برنامه,,,,MDC-DC-9-82,فرودگاه تبريز,Domestic Departure
2025-05-25 16:00:00,آتا,TBZ5645,تهران,طبق برنامه,,,,MD83,فرودگاه تبريز,Domestic Departure
2025-05-25 17:30:00,آتا,TBZ5639,تهران,طبق برنامه,,,,MD83,فرودگاه تبريز,Domestic Departure
2025-05-25 10:25:00,کارون,KRU2569,لاوان,پروازکرد12:55,5-6,2025-05-25 12:55:00,,100,فرودگاه اصفهان,Domestic Departure
2025-05-25 12:45:00,پارس,PRS5423,تهران,پروازکرد13:20,2-3,2025-05-25 13:20:00,,B737-400,فرودگاه اصفهان,Domestic Departure
2025-05-25 14:50:00,قشم,QSM1234,خارگ,پروازکرد15:25,6,2025-05-25 15:25:00,,CRJ200,فرودگاه اصفهان,Domestic Departure
2025-05-25 15:15:00,کیش ایر,KIS7023,كيش,پروازکرد15:00,1-2,2025-05-25 15:00:00,,MD83,فرودگاه اصفهان,Domestic Departure
2025-05-25 15:55:00,کارون,KRU2562,عسلویه,پروازکرد16:00,5,2025-05-25 16:00:00,,737,فرودگاه اصفهان,Domestic Departure
2025-05-25 16:00:00,معراج,MRJ2813,عسلویه,پروازکرد16:00,2-3,2025-05-25 16:00:00,,A321,فرودگاه اصفهان,Domestic Departure
2025-05-25 09:05:00,آساجت,SJT8656,رشت,طبق برنامه,,,,EMB145,فرودگاه اصفهان,Domestic Departure
2025-05-25 10:00:00,وارش,VRH5855,مشهد,باطل شد,,,,B737-400,فرودگاه اصفهان,Domestic Departure
2025-05-25 11:15:00,کیش ایر,KIS7023,كيش,طبق برنامه,,,,MD83,فرودگاه اصفهان,Domestic Departure
2025-05-25 12:35:00,آساجت,SJT8617,تهران,طبق برنامه,,,,EMB145,فرودگاه اصفهان,Domestic Departure
2025-05-25 13:20:00,ماهان,IRM04561,کرمان,طبق برنامه,,,,146-100,فرودگاه اصفهان,Domestic Departure
2025-05-25 16:35:00,رایمون,RAI7513,تهران,طبق برنامه,,,,EMB145,فرودگاه اصفهان,Domestic Departure
2025-05-25 12:30:00,آتا,TBZ5628,تهران,پروازکرد15:15,2,2025-05-25 15:15:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 15:20:00,ایران ایر,IRA310,تهران,پروازکرد15:32,5,2025-05-25 15:32:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 17:30:00,کارون,KRU2623,اصفهان,پروازکرد17:32,10,2025-05-25 17:32:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 19:00:00,زاگرس,IZG4021,تهران,پروازکرد19:12,2,2025-05-25 19:12:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 19:15:00,وارش,VRH5811,مشهد,پروازکرد20:48,1,2025-05-25 20:48:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 19:30:00,زاگرس,IZG4121,مشهد,پروازکرد20:10,4,2025-05-25 20:10:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 19:45:00,کارون,KRU2669,تهران,پروازکرد19:54,10,2025-05-25 19:54:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 20:15:00,کارون,KRU2613,تهران,پروازکرد20:23,9,2025-05-25 20:23:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 20:40:00,ایران ایر,IRA334,مشهد,پروازکرد20:54,5-6,2025-05-25 20:54:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 23:10:00,کارون,KRU2621,تهران,پروازکرد23:08,10,2025-05-25 23:08:00,,,فرودگاه اهواز,Domestic Departure
2025-05-25 01:10:00,سپهران,SHI4339,مشهد,پذیرش مسافر,10,,,MD.88,فرودگاه اهواز,Domestic Departure
2025-05-25 06:00:00,کارون,KRU2531,سیری,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 06:30:00,زاگرس,IZG4023,تهران,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 07:00:00,آتا,TBZ5636,تهران,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 07:30:00,وارش,VRH5853,تهران,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 07:40:00,فلای پرشیا,FPI7427,تهران,طبق برنامه,,,,MD.88,فرودگاه اهواز,Domestic Departure
2025-05-25 11:00:00,آتا,TBZ5642,مشهد,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 11:00:00,آتا,TBZ5694,تهران,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 13:35:00,کارون,KRU2643,تهران,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 17:45:00,زاگرس,IZG4121,مشهد,طبق برنامه,,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 23:30:00,کاسپین,CPN6901,تهران,پروازکرد23:45,6-7,2025-05-25 23:45:00,,,فرودگاه بوشهر,Domestic Departure
2025-05-25 07:15:00,چابهار,IRU7659,تهران,طبق برنامه,,,,,فرودگاه بوشهر,Domestic Departure
2025-05-25 09:00:00,زاگرس,IZG4061,تهران,طبق برنامه,,,,,فرودگاه بوشهر,Domestic Departure
2025-05-25 12:20:00,آتا,TBZ5688,تهران,طبق برنامه,,,,,فرودگاه بوشهر,Domestic Departure
2025-05-25 16:10:00,زاگرس,IZG4109,مشهد,طبق برنامه,,,,,فرودگاه بوشهر,Domestic Departure
2025-05-25 12:45:00,کیش ایر,KIS7139,اصفهان,پروازکرد12:39,1-3,2025-05-25 12:39:00,,MD80,فرودگاه بندرعباس,Domestic Departure
2025-05-25 14:40:00,آسمان,IRC645,تهران,پروازکرد14:47,4-5,2025-05-25 14:47:00,,A320,فرودگاه بندرعباس,Domestic Departure
2025-05-25 15:15:00,کیش ایر,KIS7106,مشهد,پروازکرد15:58,1-3,2025-05-25 15:58:00,,A321,فرودگاه بندرعباس,Domestic Departure
2025-05-25 21:00:00,ایران ایرتور,IRB913,تهران,پروازکرد21:28,8-9,2025-05-25 21:28:00,,,فرودگاه بندرعباس,Domestic Departure
2025-05-25 21:45:00,وارش,VRH5815,تهران,پروازکرد21:45,6-7,2025-05-25 21:45:00,,737-500,فرودگاه بندرعباس,Domestic Departure
2025-05-25 23:45:00,زاگرس,IZG4051,تهران,در حال سوار شدن,6-7,,,,فرودگاه بندرعباس,Domestic Departure
2025-05-25 07:00:00,ایران ایر,IRA3397,جزیره ابوموسی,طبق برنامه,,,,ATR,فرودگاه بندرعباس,Domestic Departure
2025-05-25 09:00:00,ایران ایرتور,IRB913,تهران,باطل شد,,,,,فرودگاه بندرعباس,Domestic Departure
2025-05-25 10:10:00,پويا,PYA2358,چابهار,طبق برنامه,,,,EMB145,فرودگاه بندرعباس,Domestic Departure
2025-05-25 10:25:00,ماهان,IRM1094,تهران,طبق برنامه,,,,,فرودگاه بندرعباس,Domestic Departure
2025-05-25 10:55:00,کارون,KRU2561,سیری,طبق برنامه,,,,f100,فرودگاه بندرعباس,Domestic Departure
2025-05-25 11:40:00,قشم,QSM1285,کرمانشاه,طبق برنامه,,,,,فرودگاه بندرعباس,Domestic Departure
2025-05-25 13:20:00,پويا,PYA2349,تهران,طبق برنامه,,,,EMB145,فرودگاه بندرعباس,Domestic Departure
2025-05-25 14:35:00,سپهران,SHI4322,مشهد,طبق برنامه,,,,737,فرودگاه بندرعباس,Domestic Departure
2025-05-25 05:25:00,ماهان,IRM1050,تهران,طبق برنامه,,,,146-100,فرودگاه کرمان,Domestic Departure
2025-05-25 11:30:00,وارش,VRH5908,عسلویه,پروازکرد12:20,"1,4",2025-05-25 12:20:00,,,فرودگاه ساري,Domestic Departure
2025-05-25 14:30:00,وارش,VRH5803,مشهد,پروازکرد16:06,"1,4",2025-05-25 16:06:00,,,فرودگاه ساري,Domestic Departure
2025-05-25 15:15:00,یزد ایر,DZD9418,تهران,پروازکرد15:15,3,2025-05-25 15:15:00,,146-100,فرودگاه يزد,Domestic Departure
2025-05-25 18:40:00,آتا,TBZ5708,مشهد,پروازکرد19:40,5,2025-05-25 19:40:00,,MD83,فرودگاه يزد,Domestic Departure
2025-05-25 19:00:00,کارون,KRU2609,تهران,پروازکرد19:00,7,2025-05-25 19:00:00,,100,فرودگاه يزد,Domestic Departure
2025-05-25 20:20:00,یزد ایر,DZD9442,تهران,پروازکرد21:00,3,2025-05-25 21:00:00,,146-100,فرودگاه يزد,Domestic Departure
2025-05-25 05:30:00,یزد ایر,DZD9440,تهران,طبق برنامه,,,,146-100,فرودگاه يزد,Domestic Departure
2025-05-25 07:05:00,کیش ایر,KIS7084,تهران,طبق برنامه,,,,MD83,فرودگاه يزد,Domestic Departure
2025-05-25 16:10:00,ماهان,IRM1003,تهران,پروازکرد16:30,5-6,2025-05-25 16:30:00,,,فرودگاه اروميه,Domestic Departure
2025-05-25 17:55:00,کاسپین,CPN037,تهران,پروازکرد17:50,3-4,2025-05-25 17:50:00,,,فرودگاه اروميه,Domestic Departure
2025-05-25 21:30:00,آتا,TBZ5680,تهران,باطل شد,,,,,فرودگاه اروميه,Domestic Departure
2025-05-25 23:55:00,چابهار ایر,IRU7643,تهران,آماده پرواز,4,,,,فرودگاه اهواز,Domestic Departure
2025-05-25 08:00:00,آتا,TBZ5678,تهران,باطل شد,,,,,فرودگاه اروميه,Domestic Departure
2025-05-25 13:45:00,کاسپین,CPN037,تهران,طبق برنامه,,,,,فرودگاه اروميه,Domestic Departure
2025-05-25 15:00:00,ایران ایرتور,IRB953,مشهد,طبق برنامه,,,,,فرودگاه اروميه,Domestic Departure
2025-05-25 13:15:00,قشم,QSM1290,تهران,پروازکرد13:37,7-8,2025-05-25 13:37:00,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 13:50:00,آوا,AXV7729,مشهد,پروازکرد13:47,5-6,2025-05-25 13:47:00,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 20:00:00,چابهار ایر,IRU7637,تهران,پروازکرد20:30,5-6,2025-05-25 20:30:00,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 08:35:00,قشم,QSM1284,بندرعباس,طبق برنامه,,,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 09:00:00,سپهران,SHI4359,مشهد,طبق برنامه,,,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 14:15:00,آوا,AXV7729,مشهد,طبق برنامه,,,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 14:35:00,قشم,QSM1290,تهران,طبق برنامه,,,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 15:35:00,ماهان,IRM1009,تهران,طبق برنامه,,,,,فرودگاه کرمانشاه,Domestic Departure
2025-05-25 12:10:00,آسمان,IRC3941,شیراز,پروازکرد12:08,8,2025-05-25 12:08:00,,,فرودگاه رشت,Domestic Departure
2025-05-25 12:30:00,یزد ایر,DZD9445,یزد,پروازکرد12:28,6-7,2025-05-25 12:28:00,,,فرودگاه رشت,Domestic Departure
2025-05-25 13:45:00,آساجت,SJT8635,تهران,پروازکرد13:38,6-7,2025-05-25 13:38:00,,,فرودگاه رشت,Domestic Departure
2025-05-25 16:30:00,ایران ایرتور,IRB905,مشهد,پروازکرد16:37,3-5,2025-05-25 16:37:00,,,فرودگاه رشت,Domestic Departure
2025-05-25 18:30:00,تابان,TBN6314,مشهد,باطل شد,,,,,فرودگاه رشت,Domestic Departure
2025-05-25 07:30:00,رایمون,RAI7511,تهران,طبق برنامه,,,,,فرودگاه رشت,Domestic Departure
2025-05-25 09:30:00,ایران ایرتور,IRB905,مشهد,طبق برنامه,,,,,فرودگاه رشت,Domestic Departure
2025-05-25 10:50:00,آساجت,SJT8657,اصفهان,طبق برنامه,,,,,فرودگاه رشت,Domestic Departure
2025-05-25 14:20:00,سپهران,SHI4327,مشهد,طبق برنامه,,,,,فرودگاه رشت,Domestic Departure
2025-05-25 17:30:00,آساجت,SJT8635,تهران,طبق برنامه,,,,,فرودگاه رشت,Domestic Departure
2025-05-25 22:45:00,ماهان,IRM4540,تهران,پروازکرد22:48,6,2025-05-25 22:48:00,,RJ100,فرودگاه زاهدان,Domestic Departure
2025-05-25 23:00:00,چابهار ایر,IRU7613,تهران,پروازکرد23:00,2,2025-05-25 23:00:00,,MD82,فرودگاه زاهدان,Domestic Departure
2025-05-25 04:40:00,ماهان,IRM1070,تهران,طبق برنامه,,,,,فرودگاه زاهدان,Domestic Departure
2025-05-25 12:50:00,ماهان,IRM4559,چابهار,طبق برنامه,,,,,فرودگاه زاهدان,Domestic Departure
2025-05-25 11:35:00,ایر وان,INA6753,مشهد,پروازکرد12:59,1,2025-05-25 12:59:00,,,فرودگاه آبادان,Domestic Departure
2025-05-25 19:10:00,سپهران,SHI4387,مشهد,پروازکرد19:07,4,2025-05-25 19:07:00,,737,فرودگاه آبادان,Domestic Departure
2025-05-25 19:15:00,پارس,PRS4414,مشهد,پروازکرد19:30,,2025-05-25 19:30:00,,737,فرودگاه آبادان,Domestic Departure
2025-05-25 19:45:00,آوا ایر,AVA7711,مشهد,پروازکرد19:54,2,2025-05-25 19:54:00,,737,فرودگاه آبادان,Domestic Departure
2025-05-25 21:45:00,اطلس ایر,ATS8287,مشهد,پروازکرد22:14,3,2025-05-25 22:14:00,,737,فرودگاه آبادان,Domestic Departure
2025-05-25 23:10:00,آتا,TBZ5689,تهران,پروازکرد23:36,3,2025-05-25 23:36:00,,MD83,فرودگاه آبادان,Domestic Departure
2025-05-25 00:50:00,آسمان,IRC3819,شیراز,ورود به سالن بازرسی | پذیرش مسافر,5,,,,فرودگاه آبادان,Domestic Departure
2025-05-25 11:55:00,ماهان,IRM1099,مشهد,پروازکرد11:56,2-3,2025-05-25 11:56:00,,146-100,فرودگاه اردبيل,Domestic Departure
2025-05-25 10:05:00,ماهان,IRM4537,تهران,طبق برنامه,,,,RJ100,فرودگاه اردبيل,Domestic Departure
2025-05-25 15:00:00,ایران ایر,IRA327,تهران,باطل شد,,,,A321,فرودگاه لارستان,Domestic Departure
2025-05-26 06:05:00,ماهان,IRM1085,زابل,طبق برنامه,22,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:10:00,قشم ایر,QSM1202,عسلویه,طبق برنامه,"16, 17",,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:15:00,ماهان,IRM1033,مشهد,طبق برنامه,26,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:15:00,کاسپین,CPN6978,لامرد,طبق برنامه,"8, 9",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:20:00,آتا,TBZ5610,تبریز,طبق برنامه,11,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:20:00,کیش ایر,KIS7055,كيش,طبق برنامه,"9, 10",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:30:00,ساها,IRZ158,شیراز,طبق برنامه,"6, 7",,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:40:00,اروان,INA6750,مشهد,طبق برنامه,4,,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:40:00,کاسپین,CPN014,عسلویه,طبق برنامه,"10, 11",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:45:00,قشم ایر,QSM1291,کرمانشاه,طبق برنامه,15,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:50:00,کارون,KRU2584,عسلویه,طبق برنامه,22,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:50:00,ماهان,IRM1095,بندرعباس,طبق برنامه,"23, 24, 25",,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:55:00,ایران ایر,IRA232,شیراز,طبق برنامه,"5, 6",,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:00:00,اطلس ایر,ATS8288,مشهد,طبق برنامه,"18, 19",,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:00:00,ایران ایرتور,IRB918,چابهار,طبق برنامه,"9, 10",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:10:00,ماهان,IRM4525,چابهار,طبق برنامه,27,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:20:00,پويا,PYA2348,بندرعباس,طبق برنامه,13,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:25:00,آسمان,IRC3771,شیراز,طبق برنامه,26,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:30:00,ایران ایرتور,IRB916,كيش,طبق برنامه,"7, 8",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:35:00,آساجت,SJT8616,اصفهان,طبق برنامه,14,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-05-26 07:45:00,کیش ایر,KIS7053,كيش,طبق برنامه,"11, 12",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 08:00:00,ماهان,IRM4536,اردبیل,طبق برنامه,18,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-05-26 08:05:00,ایران ایر,IRA5390,شیراز,طبق برنامه,"5, 6",,,A330,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:00:00,تابان,TBN6258,مشهد,طبق برنامه,"1, 2",,,MD.88,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:05:00,آتا,TBZ5693,اهواز,طبق برنامه,"28, 29",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:15:00,کیش ایر,KIS7105,آبادان,طبق برنامه,"9, 10",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:25:00,رایمون,RAI7514,عسلویه,طبق برنامه,"3, 4",,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:35:00,پارس ایر,PRS4492,آغاجاری,طبق برنامه,20,,,CRJ200,فرودگاه مهرآباد,Domestic Departure
2025-05-25 21:30:00,ایران ایرتور,IRB981,تهران,پروازکرد21:45,1-2,2025-05-26 21:45:00,,,فرودگاه اروميه,Domestic Departure
2025-05-26 09:40:00,چابهار,IRU7640,مشهد,طبق برنامه,5,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:50:00,فلای پرشیا,FPI7438,مشهد,طبق برنامه,"18, 19",,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-05-26 09:55:00,آتا,TBZ5687,بوشهر,طبق برنامه,"24, 25",,,B737,فرودگاه مهرآباد,Domestic Departure
2025-05-26 10:00:00,وارش,VRH5840,مشهد,طبق برنامه,7,,,B737,فرودگاه مهرآباد,Domestic Departure
2025-05-26 10:00:00,ایران ایر,IRA321,خرم‌آباد,طبق برنامه,1,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 10:10:00,چابهار,IRU7660,مشهد,طبق برنامه,2,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 10:20:00,آتا,TBZ5629,مشهد,تاخیر - 11:00,"12, 13",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 10:40:00,چابهار,IRU7610,مشهد,طبق برنامه,4,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 11:00:00,آتا,TBZ5659,كيش,طبق برنامه,"26, 27",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 11:05:00,کیش ایر,KIS7193,عسلویه,طبق برنامه,"11, 12",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 11:20:00,کاسپین,CPN026,مشهد,طبق برنامه,"14, 15",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 11:40:00,کاسپین,CPN036,ارومیه,طبق برنامه,"6, 7",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 11:45:00,کارون,KRU2642,اهواز,طبق برنامه,"21, 22",,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 11:55:00,آتا,TBZ5613,مشهد,طبق برنامه,"24, 25",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 12:00:00,وارش,VRH5814,بندرعباس,طبق برنامه,6,,,B737,فرودگاه مهرآباد,Domestic Departure
2025-05-26 12:00:00,آتا,TBZ5604,تبریز,طبق برنامه,"12, 13",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 12:30:00,قشم ایر,QSM1260,شیراز,طبق برنامه,"16, 17",,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 13:20:00,آتا,TBZ5698,مشهد,طبق برنامه,"12, 13",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 13:25:00,ماهان,IRM1010,کرمانشاه,طبق برنامه,21,,,RJ85,فرودگاه مهرآباد,Domestic Departure
2025-05-26 13:40:00,آتا,TBZ5700,آبادان,طبق برنامه,"28, 29",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 13:40:00,ایران ایرتور,IRB962,مشهد,طبق برنامه,"9, 10",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 13:50:00,ماهان,IRM1023,كيش,طبق برنامه,"18, 19, 20",,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-05-26 14:00:00,ماهان,IRM1004,ارومیه,طبق برنامه,22,,,146-200,فرودگاه مهرآباد,Domestic Departure
