scheduled_time,airline,flight_number,destination_or_origin,status,counter,actual_time,register,aircraft,airport,flight_type,scheduled,actual,scheduled_datetime,actual_datetime,delay,delay_minutes,scheduled_day_of_week,is_weekend,is_Nourooz_4,is_Nourooz_13,Normal_holiday,scheduled_season,scheduled_time_of_day,Early_OnTime_Late_Indicator,Actual_Day_Matches_Scheduled_Day,Scheduled_Hour_of_Day
2025-05-28 06:50:00,کاسپین,CPN024,مشهد,پرواز كرد,"12, 13",2025-05-28 07:21:00,EPCPU,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 06:50:00,2025-05-28 07:21:00,2025-05-28 06:50:00,2025-05-28 07:21:00,0 days 00:31:00,31.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,6
2025-05-28 07:00:00,اطلس ایر,ATS8271,كيش,پرواز كرد,"16, 17",2025-05-28 07:39:00,EPSAP,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:00:00,2025-05-28 07:39:00,2025-05-28 07:00:00,2025-05-28 07:39:00,0 days 00:39:00,39.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,7
2025-05-28 07:00:00,آتا,TBZ5700,سیرجان,پرواز كرد,"26, 27",2025-05-28 07:27:00,EPTAH,737-700,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:00:00,2025-05-28 07:27:00,2025-05-28 07:00:00,2025-05-28 07:27:00,0 days 00:27:00,27.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,7
2025-05-28 07:05:00,پويا,PYA2350,اصفهان,پرواز كرد,14,2025-05-28 07:23:00,EPPUN,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:05:00,2025-05-28 07:23:00,2025-05-28 07:05:00,2025-05-28 07:23:00,0 days 00:18:00,18.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,7
2025-05-28 07:05:00,ایران ایر,IRA311,اهواز,پرواز كرد,"5, 6",2025-05-28 07:29:00,EPIEQ,A319,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:05:00,2025-05-28 07:29:00,2025-05-28 07:05:00,2025-05-28 07:29:00,0 days 00:24:00,24.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,7
2025-05-28 07:10:00,ماهان,IRM4525,چابهار,پرواز كرد,25,2025-05-28 07:32:00,EPMEU,rj100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:10:00,2025-05-28 07:32:00,2025-05-28 07:10:00,2025-05-28 07:32:00,0 days 00:22:00,22.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,7
2025-05-28 07:30:00,کارون,KRU2516,لاوان,پرواز كرد,"18, 19",2025-05-28 08:10:00,EPMIS,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:30:00,2025-05-28 08:10:00,2025-05-28 07:30:00,2025-05-28 08:10:00,0 days 00:40:00,40.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,7
2025-05-28 07:35:00,معراج,MRJ2816,عسلویه,پرواز كرد,"14, 15",2025-05-28 07:45:00,EPSSN,A321,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:35:00,2025-05-28 07:45:00,2025-05-28 07:35:00,2025-05-28 07:45:00,0 days 00:10:00,10.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,7
2025-05-28 07:35:00,کاسپین,CPN016,چابهار,پرواز كرد,"8, 9",2025-05-28 07:47:00,EPCPD,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 07:35:00,2025-05-28 07:47:00,2025-05-28 07:35:00,2025-05-28 07:47:00,0 days 00:12:00,12.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,7
2025-05-28 08:30:00,وارش,VRH5876,مشهد,پرواز كرد,7,2025-05-28 09:00:00,EPVAF,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 08:30:00,2025-05-28 09:00:00,2025-05-28 08:30:00,2025-05-28 09:00:00,0 days 00:30:00,30.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,8
2025-05-28 08:45:00,وارش,VRH5856,مشهد,پرواز كرد,6,2025-05-28 08:54:00,EPVBM,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 08:45:00,2025-05-28 08:54:00,2025-05-28 08:45:00,2025-05-28 08:54:00,0 days 00:09:00,9.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,8
2025-05-28 09:00:00,رایمون,RAI7512,اصفهان,پرواز كرد,"3, 4",2025-05-28 09:09:00,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:00:00,2025-05-28 09:09:00,2025-05-28 09:00:00,2025-05-28 09:09:00,0 days 00:09:00,9.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,9
2025-05-28 09:05:00,آتا,TBZ5655,سبزوار,پرواز كرد,"28, 29",2025-05-28 09:34:00,EPTAR,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:05:00,2025-05-28 09:34:00,2025-05-28 09:05:00,2025-05-28 09:34:00,0 days 00:29:00,29.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:10:00,ساها,IRZ170,مشهد,پرواز كرد,"8, 9",2025-05-28 10:01:00,EPSII,737-700,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:10:00,2025-05-28 10:01:00,2025-05-28 09:10:00,2025-05-28 10:01:00,0 days 00:51:00,51.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:20:00,فلای پرشیا,FPI7440,مشهد,پرواز كرد,"18, 19",2025-05-28 10:56:00,EPFPA,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:20:00,2025-05-28 10:56:00,2025-05-28 09:20:00,2025-05-28 10:56:00,0 days 01:36:00,96.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:25:00,آتا,TBZ5623,شیراز,پرواز كرد,"12, 13",2025-05-28 09:50:00,EPTAM,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:25:00,2025-05-28 09:50:00,2025-05-28 09:25:00,2025-05-28 09:50:00,0 days 00:25:00,25.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:30:00,آساجت,SJT8660,رشت,پرواز كرد,14,2025-05-28 09:30:00,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:30:00,2025-05-28 09:30:00,2025-05-28 09:30:00,2025-05-28 09:30:00,0 days 00:00:00,0.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,9
2025-05-28 09:30:00,پويا,PYA2312,مشهد,پرواز كرد,14,2025-05-28 09:56:00,EPPUO,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:30:00,2025-05-28 09:56:00,2025-05-28 09:30:00,2025-05-28 09:56:00,0 days 00:26:00,26.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:30:00,ماهان,IRM1095,بندرعباس,پرواز كرد,"21, 22, 23",2025-05-28 09:46:00,EPMEE,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:30:00,2025-05-28 09:46:00,2025-05-28 09:30:00,2025-05-28 09:46:00,0 days 00:16:00,16.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:35:00,چابهار,IRU7640,مشهد,پرواز كرد,3,2025-05-28 09:41:00,EPSEB,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:35:00,2025-05-28 09:41:00,2025-05-28 09:35:00,2025-05-28 09:41:00,0 days 00:06:00,6.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,9
2025-05-28 09:40:00,آسمان,IRC630,گرگان,پرواز كرد,28,2025-05-28 09:55:00,EPASR,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:40:00,2025-05-28 09:55:00,2025-05-28 09:40:00,2025-05-28 09:55:00,0 days 00:15:00,15.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,9
2025-05-28 09:50:00,وارش,VRH5840,مشهد,پرواز كرد,5,2025-05-28 10:13:00,EPVAR,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:50:00,2025-05-28 10:13:00,2025-05-28 09:50:00,2025-05-28 10:13:00,0 days 00:23:00,23.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 09:50:00,کاسپین,CPN044,كيش,پرواز كرد,"12, 13",2025-05-28 10:17:00,EPCAQ,737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 09:50:00,2025-05-28 10:17:00,2025-05-28 09:50:00,2025-05-28 10:17:00,0 days 00:27:00,27.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,9
2025-05-28 10:00:00,آتا,TBZ5631,اهواز,پرواز كرد,"24, 25",2025-05-28 11:02:00,EPTAJ,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:00:00,2025-05-28 11:02:00,2025-05-28 10:00:00,2025-05-28 11:02:00,0 days 01:02:00,62.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,10
2025-05-28 10:00:00,کیش ایر,KIS7053,كيش,پرواز كرد,"11, 12",2025-05-28 10:08:00,EPLCK,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:00:00,2025-05-28 10:08:00,2025-05-28 10:00:00,2025-05-28 10:08:00,0 days 00:08:00,8.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,10
2025-05-28 10:10:00,کارون,KRU2520,ماهشهر,پرواز كرد,"21, 22",2025-05-28 10:19:00,EPJIB,737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:10:00,2025-05-28 10:19:00,2025-05-28 10:10:00,2025-05-28 10:19:00,0 days 00:09:00,9.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,10
2025-05-28 10:10:00,آسمان,IRC602,مشهد,پرواز كرد,29,2025-05-28 10:32:00,EPATE,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:10:00,2025-05-28 10:32:00,2025-05-28 10:10:00,2025-05-28 10:32:00,0 days 00:22:00,22.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,10
2025-05-28 10:20:00,قشم ایر,QSM1252,مشهد,پرواز كرد,"16, 17",2025-05-28 10:28:00,EPFQI,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:20:00,2025-05-28 10:28:00,2025-05-28 10:20:00,2025-05-28 10:28:00,0 days 00:08:00,8.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,10
2025-05-28 10:30:00,آتا,TBZ5729,مشهد,پرواز كرد,"28, 29",2025-05-28 11:00:00,EPTAZ,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:30:00,2025-05-28 11:00:00,2025-05-28 10:30:00,2025-05-28 11:00:00,0 days 00:30:00,30.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,10
2025-05-28 10:30:00,ایران ایرتور,IRB996,كيش,پرواز كرد,"5, 6",2025-05-28 10:51:00,EPMDC,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:30:00,2025-05-28 10:51:00,2025-05-28 10:30:00,2025-05-28 10:51:00,0 days 00:21:00,21.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,10
2025-05-28 10:45:00,کارون,KRU2604,اهواز,پرواز كرد,"14, 15",2025-05-28 12:05:00,EPJIA,737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 10:45:00,2025-05-28 12:05:00,2025-05-28 10:45:00,2025-05-28 12:05:00,0 days 01:20:00,80.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,10
2025-05-28 11:10:00,آتا,TBZ5659,كيش,پرواز كرد,"12, 13",2025-05-28 11:16:00,EPTAO,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 11:10:00,2025-05-28 11:16:00,2025-05-28 11:10:00,2025-05-28 11:16:00,0 days 00:06:00,6.0,Wednesday,0,0,0,0,Spring,Morning,On Time,1,11
2025-05-28 11:50:00,یزد ایر,DZD9441,یزد,پرواز كرد,"6, 7",2025-05-28 13:04:00,EPMOC,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 11:50:00,2025-05-28 13:04:00,2025-05-28 11:50:00,2025-05-28 13:04:00,0 days 01:14:00,74.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,11
2025-05-28 11:50:00,کاسپین,CPN6914,عسلویه,پرواز كرد,"8, 9",2025-05-28 12:08:00,EPCAS,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 11:50:00,2025-05-28 12:08:00,2025-05-28 11:50:00,2025-05-28 12:08:00,0 days 00:18:00,18.0,Wednesday,0,0,0,0,Spring,Morning,Late,1,11
2025-05-28 12:05:00,آتا,TBZ5633,اردبیل,پرواز كرد,"24, 25",2025-05-28 12:12:00,EPTAH,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 12:05:00,2025-05-28 12:12:00,2025-05-28 12:05:00,2025-05-28 12:12:00,0 days 00:07:00,7.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,12
2025-05-28 12:30:00,یزد ایر,DZD9449,بوشهر,پرواز كرد,"10, 11",2025-05-28 13:05:00,EPDZH,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 12:30:00,2025-05-28 13:05:00,2025-05-28 12:30:00,2025-05-28 13:05:00,0 days 00:35:00,35.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,12
2025-05-28 12:50:00,رایمون,RAI7514,عسلویه,پرواز كرد,"3, 4",2025-05-28 12:42:00,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 12:50:00,2025-05-28 12:42:00,2025-05-28 12:50:00,2025-05-28 12:42:00,-1 days +23:52:00,-8.0,Wednesday,0,0,0,0,Spring,Afternoon,Early,1,12
2025-05-28 13:00:00,ماهان,IRM1010,کرمانشاه,پرواز كرد,"22, 23",2025-05-28 13:18:00,EPMOS,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 13:00:00,2025-05-28 13:18:00,2025-05-28 13:00:00,2025-05-28 13:18:00,0 days 00:18:00,18.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,13
2025-05-28 13:00:00,آتا,TBZ5604,تبریز,پرواز كرد,"26, 27",2025-05-28 13:39:00,EPTAR,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 13:00:00,2025-05-28 13:39:00,2025-05-28 13:00:00,2025-05-28 13:39:00,0 days 00:39:00,39.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,13
2025-05-28 13:10:00,آتا,TBZ5629,مشهد,پرواز كرد,"12, 13",2025-05-28 13:40:00,EPTAQ,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 13:10:00,2025-05-28 13:40:00,2025-05-28 13:10:00,2025-05-28 13:40:00,0 days 00:30:00,30.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,13
2025-05-28 13:30:00,ماهان,IRM4522,یاسوج,پرواز كرد,21,2025-05-28 13:25:00,EPMEI,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 13:30:00,2025-05-28 13:25:00,2025-05-28 13:30:00,2025-05-28 13:25:00,-1 days +23:55:00,-5.0,Wednesday,0,0,0,0,Spring,Afternoon,Early,1,13
2025-05-28 13:50:00,قشم ایر,QSM1240,قشم,پرواز كرد,"18, 19",2025-05-28 14:31:00,EPFQV,RJ100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 13:50:00,2025-05-28 14:31:00,2025-05-28 13:50:00,2025-05-28 14:31:00,0 days 00:41:00,41.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,13
2025-05-28 14:10:00,آتا,TBZ5613,مشهد,پرواز كرد,"24, 25",2025-05-28 14:49:00,EPTAM,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 14:10:00,2025-05-28 14:49:00,2025-05-28 14:10:00,2025-05-28 14:49:00,0 days 00:39:00,39.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,14
2025-05-28 14:15:00,ماهان,IRM1006,خرم‌آباد,پرواز كرد,23,2025-05-28 14:40:00,EPMEI,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 14:15:00,2025-05-28 14:40:00,2025-05-28 14:15:00,2025-05-28 14:40:00,0 days 00:25:00,25.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,14
2025-05-28 14:50:00,ایران ایر,IRA3495,عسلویه,پرواز كرد,"7, 8",2025-05-28 15:19:00,EPIEP,A319,فرودگاه مهرآباد,Domestic Departure,2025-05-28 14:50:00,2025-05-28 15:19:00,2025-05-28 14:50:00,2025-05-28 15:19:00,0 days 00:29:00,29.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,14
2025-05-28 15:40:00,ایران ایر,IRA3431,پارس‌آباد,پرواز كرد,4,2025-05-28 16:03:00,EPITM,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 15:40:00,2025-05-28 16:03:00,2025-05-28 15:40:00,2025-05-28 16:03:00,0 days 00:23:00,23.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,15
2025-05-28 15:45:00,ایران ایر,IRA277,ارومیه,پرواز كرد,3,2025-05-28 16:24:00,EPCFR,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 15:45:00,2025-05-28 16:24:00,2025-05-28 15:45:00,2025-05-28 16:24:00,0 days 00:39:00,39.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,15
2025-05-28 15:55:00,آساجت,SJT8634,رشت,پرواز كرد,18,2025-05-28 16:28:00,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 15:55:00,2025-05-28 16:28:00,2025-05-28 15:55:00,2025-05-28 16:28:00,0 days 00:33:00,33.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,15
2025-05-28 15:55:00,پويا,PYA2348,بندرعباس,پرواز كرد,14,2025-05-28 16:12:00,EPPUO,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 15:55:00,2025-05-28 16:12:00,2025-05-28 15:55:00,2025-05-28 16:12:00,0 days 00:17:00,17.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,15
2025-05-28 16:00:00,آتا,TBZ5627,اهواز,پرواز كرد,"28, 29",2025-05-28 16:07:00,EPTAJ,md88,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:00:00,2025-05-28 16:07:00,2025-05-28 16:00:00,2025-05-28 16:07:00,0 days 00:07:00,7.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,16
2025-05-28 16:05:00,ایران ایر,IRA246,گرگان,پرواز كرد,"5, 6",2025-05-28 16:10:00,EPCFM,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:05:00,2025-05-28 16:10:00,2025-05-28 16:05:00,2025-05-28 16:10:00,0 days 00:05:00,5.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,16
2025-05-28 16:10:00,آوا,AXV7702,مشهد,پرواز كرد,"14, 15",2025-05-28 16:46:00,EPRBC,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:10:00,2025-05-28 16:46:00,2025-05-28 16:10:00,2025-05-28 16:46:00,0 days 00:36:00,36.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,16
2025-05-28 16:10:00,ایران ایرتور,IRB946,تبریز,پرواز كرد,"7, 8",2025-05-28 16:21:00,EPMDD,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:10:00,2025-05-28 16:21:00,2025-05-28 16:10:00,2025-05-28 16:21:00,0 days 00:11:00,11.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,16
2025-05-28 16:15:00,کاسپین,CPN6982,لارستان,پرواز كرد,"8, 9",2025-05-28 17:10:00,EPCPU,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:15:00,2025-05-28 17:10:00,2025-05-28 16:15:00,2025-05-28 17:10:00,0 days 00:55:00,55.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,16
2025-05-28 16:20:00,آتا,TBZ5719,مشهد,پرواز كرد,"26, 27",2025-05-28 16:34:00,EPTAO,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:20:00,2025-05-28 16:34:00,2025-05-28 16:20:00,2025-05-28 16:34:00,0 days 00:14:00,14.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,16
2025-05-28 16:45:00,اطلس ایر,ATS8288,مشهد,پرواز كرد,"21, 22",2025-05-28 16:54:00,EPLEE,737-700,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:45:00,2025-05-28 16:54:00,2025-05-28 16:45:00,2025-05-28 16:54:00,0 days 00:09:00,9.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,16
2025-05-28 16:55:00,ایران ایرتور,IRB980,ارومیه,پرواز كرد,"9, 10",2025-05-28 17:13:00,EPMDC,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:55:00,2025-05-28 17:13:00,2025-05-28 16:55:00,2025-05-28 17:13:00,0 days 00:18:00,18.0,Wednesday,0,0,0,0,Spring,Afternoon,Late,1,16
2025-05-28 16:55:00,کارون,KRU2628,شیراز,پرواز كرد,"16, 17",2025-05-28 17:05:00,EPJIB,737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 16:55:00,2025-05-28 17:05:00,2025-05-28 16:55:00,2025-05-28 17:05:00,0 days 00:10:00,10.0,Wednesday,0,0,0,0,Spring,Afternoon,On Time,1,16
2025-05-25 06:25:00,اطلس ایر,ATS8278,مشهد,پرواز كرد,17,2025-05-25 08:07:00,EPSAP,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-25 06:25:00,2025-05-25 08:07:00,2025-05-25 06:25:00,2025-05-25 08:07:00,0 days 01:42:00,102.0,Sunday,0,0,0,0,Spring,Morning,Late,1,6
2025-05-28 17:00:00,آتا,TBZ5668,تبریز,پرواز كرد,11,2025-05-28 17:40:00,EPTAZ,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:00:00,2025-05-28 17:40:00,2025-05-28 17:00:00,2025-05-28 17:40:00,0 days 00:40:00,40.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 17:05:00,قشم ایر,QSM1220,بندرعباس,پرواز كرد,"18, 19",2025-05-28 17:16:00,EPFQU,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:05:00,2025-05-28 17:16:00,2025-05-28 17:05:00,2025-05-28 17:16:00,0 days 00:11:00,11.0,Wednesday,0,0,0,0,Spring,Evening,On Time,1,17
2025-05-28 17:10:00,آتا,TBZ5619,مشهد,پرواز كرد,"28, 29",2025-05-28 17:36:00,EPTAH,737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:10:00,2025-05-28 17:36:00,2025-05-28 17:10:00,2025-05-28 17:36:00,0 days 00:26:00,26.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 17:20:00,اطلس ایر,ATS8270,مشهد,پرواز كرد,14,2025-05-28 19:20:00,EPTHI,RJ85,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:20:00,2025-05-28 19:20:00,2025-05-28 17:20:00,2025-05-28 19:20:00,0 days 02:00:00,120.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 17:20:00,کارون,KRU2508,ماهشهر,پرواز كرد,15,2025-05-28 17:33:00,EPMIS,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:20:00,2025-05-28 17:33:00,2025-05-28 17:20:00,2025-05-28 17:33:00,0 days 00:13:00,13.0,Wednesday,0,0,0,0,Spring,Evening,On Time,1,17
2025-05-28 17:35:00,پارس ایر,PRS4454,مشهد,پرواز كرد,21,2025-05-28 18:13:00,EPPAM,CRJ200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:35:00,2025-05-28 18:13:00,2025-05-28 17:35:00,2025-05-28 18:13:00,0 days 00:38:00,38.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 17:45:00,کیش ایر,KIS7069,مشهد,پرواز كرد,"9, 10",2025-05-28 18:24:00,EPLCL,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:45:00,2025-05-28 18:24:00,2025-05-28 17:45:00,2025-05-28 18:24:00,0 days 00:39:00,39.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 17:50:00,ماهان,IRM4542,شهرکرد,پرواز كرد,25,2025-05-28 17:57:00,EPMEA,146-200,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:50:00,2025-05-28 17:57:00,2025-05-28 17:50:00,2025-05-28 17:57:00,0 days 00:07:00,7.0,Wednesday,0,0,0,0,Spring,Evening,On Time,1,17
2025-05-28 17:55:00,فلای پرشیا,FPI7442,مشهد,پرواز كرد,"18, 19",2025-05-28 18:17:00,EPFPA,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:55:00,2025-05-28 18:17:00,2025-05-28 17:55:00,2025-05-28 18:17:00,0 days 00:22:00,22.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 17:55:00,آسمان,IRC3750,آبادان,پرواز كرد,28,2025-05-28 23:08:00,EPASR,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 17:55:00,2025-05-28 23:08:00,2025-05-28 17:55:00,2025-05-28 23:08:00,0 days 05:13:00,313.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,17
2025-05-28 18:00:00,آتا,TBZ5646,تبریز,پرواز كرد,"26, 27",2025-05-28 19:11:00,EPTAN,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 18:00:00,2025-05-28 19:11:00,2025-05-28 18:00:00,2025-05-28 19:11:00,0 days 01:11:00,71.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,18
2025-05-28 18:05:00,کارون,KRU2506,ماهشهر,پرواز كرد,"16, 17",2025-05-28 18:09:00,EPAWZ,F100,فرودگاه مهرآباد,Domestic Departure,2025-05-28 18:05:00,2025-05-28 18:09:00,2025-05-28 18:05:00,2025-05-28 18:09:00,0 days 00:04:00,4.0,Wednesday,0,0,0,0,Spring,Evening,On Time,1,18
2025-05-28 18:10:00,رایمون,RAI7526,یزد,پرواز كرد,"3, 4",2025-05-28 18:31:00,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Departure,2025-05-28 18:10:00,2025-05-28 18:31:00,2025-05-28 18:10:00,2025-05-28 18:31:00,0 days 00:21:00,21.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,18
2025-05-28 18:15:00,چابهار,IRU7636,کرمانشاه,پرواز كرد,3,2025-05-28 18:58:00,EPSEB,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 18:15:00,2025-05-28 18:58:00,2025-05-28 18:15:00,2025-05-28 18:58:00,0 days 00:43:00,43.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,18
2025-05-28 18:30:00,وارش,VRH5800,ساری,پرواز كرد,5,2025-05-28 21:08:00,EPVBM,B737,فرودگاه مهرآباد,Domestic Departure,2025-05-28 18:30:00,2025-05-28 21:08:00,2025-05-28 18:30:00,2025-05-28 21:08:00,0 days 02:38:00,158.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,18
2025-05-28 18:35:00,ایران ایرتور,IRB974,زاهدان,پرواز كرد,"9, 10",2025-05-28 21:54:00,EPMDC,MD83,فرودگاه مهرآباد,Domestic Departure,2025-05-28 18:35:00,2025-05-28 21:54:00,2025-05-28 18:35:00,2025-05-28 21:54:00,0 days 03:19:00,199.0,Wednesday,0,0,0,0,Spring,Evening,Late,1,18
